Ciezar;Ceny;Pojemnosc
[26  2 20  4  2];[19 13  7 10 14];51
[10 42 44 26  6];[ 5  7 16  3  6];52
[22 46 40  4 38];[18 19 13 11  9];91
[29 29 18 30 49];[ 6 14 14  3 10];81
[ 8 44 48 19 46];[ 7  1 12 15  8];66
[23 16  2  3 23];[ 7 10 17  7 11];73
[19 28 16  5 14];[12 15  7  9 12];67
[36 18 25 30 47];[ 9  2  6 11  6];47
[20 21 44 21  4];[ 9 16 17 19  3];65
[31 30 22  2 12];[ 7 10  2 14 17];53
[19 21 40 24 43];[18  5  4  6  5];61
[47 14 14  6 22];[16  1 11 14 18];55
[12  8 26 35 25];[18 15  3 13 15];71
[12 35 25 10 30];[18 14  8 12 18];86
[35  1 44 25 11];[13  2  5 19  8];36
[25 39 36 46 20];[ 4 16  6  4 11];66
[35  8 26 16 42];[ 3 12  5 18 11];68
[43  2 30 28 19];[ 3 17 10  3  5];22
[43 49  5 20 34];[ 2 17 14  3  4];68
[47 44 39  3 15];[7 4 1 2 3];76
[ 7 19 18 40 29];[13  3  7 16 14];42
[30 11 31 20 39];[ 4  3 11  3  3];72
[ 5 42 35 39 43];[13  5 15 15 18];95
[42 37 17 21 13];[ 8 15  4 13  3];52
[ 5 10  6 49 39];[13 19 16  5  7];73
[20 48  5 15 21];[ 6  4 15 10 11];64
[18 27 35 47 37];[17 15 18  8  6];57
[14 14 15 10 18];[17  9  2 14 16];94
[34 21 42  2 28];[13  8 19  9 16];43
[ 1 39 43 41 36];[17  9  5 15  7];96
[34  7 29 34  5];[9 8 4 9 2];94
[22 23 13  6 37];[10 11 11 10 16];52
[ 3 34 16 35 16];[19 13  1 16 13];63
[22 30 13 40  7];[ 4  7  1 16  6];88
[31 37 19 15 18];[ 4 15 15 15 18];88
[ 3  8  7 19 25];[ 3  4 10  8 15];23
[ 4  6 34 12 12];[18 19  9  7 17];77
[22 36 39  6 17];[14  7 12 13 11];38
[18  5  3 47 40];[ 7  8 19 14 19];37
[49 29  9 11  9];[ 3 11  9 15  2];42
[29 16 41 19 49];[ 7 18  5 18  1];29
[20 37  8  1 41];[19 18 16 19  4];51
[ 7 21  3 34 24];[ 8  9  8  2 10];29
[34 20 47 24 37];[10  1 13  3 16];66
[28 25 23 47 19];[14 10  3  1  2];26
[27 31  2 25 40];[ 8 12 19 17  9];80
[25 24 33 24  1];[ 7  4 16 11 16];59
[32 49 33 37 27];[ 5 19  6 12  3];94
[46 30 23 48 39];[ 7 18 12 11  6];55
[43  9 14  7 21];[ 2  6 11  7  7];20
[ 3 10 49 47 10];[ 6  7  7 17  6];70
[ 1 26 24 22 22];[ 1  3  2 10 15];96
[45 46 35 30 39];[10  8  4 15 15];40
[35 46 37 25 15];[ 8  2  4 14 14];71
[37 41 35 16  6];[19  2 19 16 19];95
[22 39 31 28 30];[16 15  8 17 13];60
[36 16  8 35 34];[14  9  6  1 15];84
[44 21 19 11 49];[17  8  1 10 10];43
[37 44 27 21 30];[ 6 14  4 11  3];95
[26 41 46 29 11];[14  4  1  4  2];29
[20  9 19 45 49];[12  4 19 12  6];55
[41 41 24 39 38];[14 17  4 11  4];82
[32  3 25  2 22];[ 4  6 11 16  1];81
[44 16 39 10 20];[11  3  6 18  5];95
[27  2 26 29 19];[16  5  3  8 17];19
[ 7 29 46  8 14];[12 10  8 12 17];47
[41 12 38 39  6];[17 11 17 17 16];21
[16  3 38 49 31];[14 12  5 14 16];91
[27  8 32 12  8];[15 13 19 18 18];77
[23 20  5 45 20];[10  6  2 15  1];51
[ 6 29 15 17 24];[19  9 10  2  2];96
[31 40 36 49 44];[ 2  4  2 16 11];24
[38 29 29 35  1];[11 13 18  6  5];55
[39 20 41 33 46];[18 12  4  8 18];74
[28 40  4 40 16];[ 2  3 10 19  5];53
[12 48 16 31 45];[10 15  7  9 17];53
[ 4 22 30  7 38];[11 19  5 11  6];53
[48 11 23  5 30];[ 3  4 13  3  6];42
[40 34 31 34  4];[ 7 15 16  5 18];21
[11 26 32 49 22];[12  7  8  2 16];79
[12 29 39  1 36];[ 9 18 14 17  2];15
[38 32 10 38 48];[14  1  4 14  8];40
[27  6 14 21 47];[ 2  9  9  7 12];66
[ 2 37 13 34 21];[10 15 14  4 12];72
[ 7 24 21 30  6];[ 2 12 13 13 11];16
[18 15 38 37 36];[10  1  4 13  3];62
[43 28 20 15 33];[ 8  4  3 17 13];15
[22  1 29  5  8];[ 8 17 15  4 18];27
[46 40 23 49 23];[16  7  3  8 14];87
[16 31  5  2 26];[ 3 14 11  6 10];92
[26 31 12 10 45];[15 16 17 15 18];41
[ 2 27  3  9 24];[14 13  6  4  3];78
[26 30  3 47 35];[10 12  1  3 10];21
[23 49  8 10  6];[ 6 11  8 10 13];38
[47 37 36 26  9];[ 4  5  8  9 15];92
[33 21  5 27 26];[ 1 19 17  2 14];66
[17 44 33 39 25];[ 4 11  4 16  4];47
[39 35 34 44  5];[ 8  6  7  8 11];56
[43 28 33 43 28];[13  2 16 12  3];93
[46 30 48 17 40];[12 10  8  1 13];46
[ 6 43 33 12 20];[13 10 12 10 14];98
[10 22 37  1 41];[ 7  6 11  9  1];77
[15 33  9  8 16];[19 13 18 15  3];24
[20 48 18 25 34];[ 2 19  4  9 17];28
[39 46 45 34 21];[18  6  8 17 11];67
[ 1 32 32 45 44];[16  9 19 12 15];17
[ 4  8 25 15 46];[19  3  9  3 16];75
[24 30 29 47 37];[12 19  4  1  3];54
[10 42 23 12 36];[19 15 19 18 13];49
[23 10  3 16 49];[15  8  2 11 18];73
[10 45 44 16 26];[10  7  9 18  1];32
[38 47 43 24 13];[14 14  3  7  1];56
[36 33 29 28 24];[ 2 13 19  1  6];42
[ 8 25 13 38 38];[13 15 11  6 10];78
[47 47  6  3 23];[11 19  5 17 14];97
[22 28 14  6 33];[12  9 15  8 12];76
[10 38 48 33 47];[11 18  2  4  5];67
[47 34  1 39 23];[ 7 13  1 10 16];86
[ 9  3 26 28 27];[16 19 19 12  5];57
[46  9 15 21 13];[19  4 19  4 19];94
[47 39 25 23 39];[ 3 15 16  6  7];15
[13 30 27 30 23];[ 5 12  8  7 15];63
[36 24 14 17 24];[ 8  4  2 19 14];34
[ 6 26 43  7 11];[16 15 12  8  9];86
[28 48 48 49 44];[19 13 18  3  9];57
[49  7 45 25 18];[ 7 13 16  8  7];37
[15 26 46 10  9];[ 3 19  2  8  3];43
[42 21 23 24 19];[11  2  2 19 12];98
[ 8 30 44 43 11];[17 18  2 11 13];23
[13  6  1 17  3];[15 13  2 11 10];85
[12  4  7 19  8];[ 2 17  8  4  9];64
[47  3 44 14 20];[ 6 19 19  3 16];98
[15 48 11 12 36];[ 8  5 11 17 10];46
[40  5 24  9  5];[ 5 15 17  2 15];45
[29  6 47 34 17];[14 19 11 14 16];20
[12 43 33 37 29];[11  6  1 19 15];56
[24 36 43 43 39];[ 7  7 14  9  2];94
[ 7 48  7 46 36];[13 18 17  6  9];27
[41 46 39  1 23];[ 9  6 19  9  2];34
[ 4  3 22 28 41];[14 10  2  1  3];43
[33 23 11 38 44];[4 7 3 2 8];65
[29 34 45 24 46];[13  6  5  3  4];83
[29 30 19 12 37];[7 9 8 9 5];36
[42  8 36 23 14];[12 15 14  1 15];31
[37 26 35 36  7];[18  7 17  7  6];92
[22 31  3 21 32];[ 6 15  2  6 18];32
[32 24  7 18 28];[14  7 18 14 12];20
[ 5 26 34  4 45];[12  4  9 17 11];72
[38 28 18 15 10];[ 5 13 13 15  9];89
[ 3 30 40 21 29];[ 7  3 16  1  7];26
[14 31  3 30  2];[15  8  1 16  8];34
[17 49 28  6 42];[ 3 17 14  4 10];65
[ 4 14 46  6 39];[ 2  4  3 12 10];99
[47 23 36  9 26];[11 17 15  1 13];96
[28  1  4 43 33];[ 9  6 17  6 13];21
[ 1 45 19 38 43];[ 7 11  1 18 14];72
[20 38 13 42 14];[16  4 19 13  5];99
[ 9 18 39 24 32];[18 11  7 10 15];85
[36  9 45 38  7];[16 14  3 15  5];63
[35 43 34 24 42];[ 5  7 16  9 12];94
[11  8  7 15  2];[13  2  3 18  6];54
[35 19 47 30 15];[10 14  7 17  8];54
[34 48 37 40 41];[ 6 14 11  8  8];48
[37 30 46 25  1];[ 3 14  3  7 11];88
[28 11 32 26 40];[18 17 11  6  7];60
[40 17 21 23  8];[12 16 19 19  2];33
[17 47 15 20  7];[12  3  4 15 16];56
[47 11 30 44 15];[11 16  4 17 14];47
[ 7 36  3 36 40];[ 9  1 17 13 18];40
[32 21 10 44 38];[ 5  9 10 12 17];31
[33 33  8 28 27];[7 6 4 9 4];81
[36 47 22 36  7];[13  7  3 18  8];47
[26 36 37 27 20];[6 5 2 9 4];98
[47 28  4 23 31];[10  5 19  8  9];85
[35  7 43 17 11];[ 7 11  2 15  1];30
[48  5 49 37  7];[17  2 19 18  6];16
[33 45 12 15 48];[12  7  1 15  3];77
[ 2 34 18  1  4];[11  7 10  5  7];66
[32 20 31 15 45];[12 18 10  6 18];15
[49 17 19 40 48];[13  4 14 12 11];67
[39 18 21  7  6];[14  5 17 19  8];93
[10 22 46 38 46];[ 6  6 16 13  6];81
[34 38 23  3  8];[12  7 14 16  7];47
[32 35  1 20 40];[10  4  7  9 11];34
[ 7 19  1 37 10];[18 17 14 11 17];34
[40  7 19  6 43];[19  9 10 15 17];65
[11 16 49 15 31];[ 2  1  8 19  2];67
[21 41 40 44  1];[ 6  3  1 12 10];45
[12 10 22 11 12];[19 17 13 12  9];20
[26 14 14  5 41];[14 10  1  4  1];25
[39 40 30 46 19];[ 7 18 17 14  6];62
[16 24  1 21 23];[ 7  6  4 16 15];79
[ 9 10 29 30  4];[15  3 16 19  5];74
[46 18 18 45 43];[ 6  3 18  8  4];20
[ 9 10 39 32 45];[12 10 17  7 12];41
[43 22  3 22 36];[14  6  5  1 19];47
[20 29 23 10 47];[14 12 17 10  7];44
[21 38 45 19 42];[ 4  4 18 19 13];64
[11 47 44 14 37];[ 5  6 12 14 14];37
[38 14 44 26 19];[11 16 13  7  2];33
[29 25 25 44  3];[16  5  6 10  2];85
[20  9 41 12 46];[ 7 14 19 13  7];95
[24 22 28 32 48];[ 5  1 18  4 11];18
[43 32 47 35 16];[ 9 13 17  5 10];70
[20 17  3  7 46];[13 10 19 10  6];68
[29 22 18  4 17];[ 8  2  6 14 10];56
[16 49  9 40 25];[ 7 10  2 16 15];53
[48 14 25  2 32];[13  3  3 17  8];88
[26 15 26  9 12];[ 6  5  7  4 15];32
[10 23 38 35 11];[17  6 14 13  9];81
[23 26 35 49 40];[15 16  7  6 15];91
[30  3 13  9 49];[19 13  2  7  9];73
[22  4  3 27 11];[19 10 17 12  1];97
[ 8 39 33 34 12];[ 7  5 14 19  4];73
[ 3 41 13  5 18];[10 18  7 12  1];31
[ 8  6 43 46 13];[10  8  3 10  9];49
[47 37 37 37 34];[ 8 16  2  3  6];54
[25 22 12 44 13];[ 2  2 18 10 14];22
[13 42  8 11  9];[ 1 13 14  3  3];21
[18 21 47 32 33];[19 11 12  8  2];59
[48 45 16 49 37];[ 6 14  6  7  1];37
[ 9 49 11  5 36];[ 2 10  1 11  7];45
[ 7 10 17  5  6];[16 12  2 15 11];33
[38 36 17 23 35];[ 7  6  4 11 19];32
[47  5 32 46 34];[14 19  5  3 13];23
[17 37 13 26 46];[19  6 18  1 13];79
[37 19 21  3 32];[10 10  9  2 17];86
[ 5 39 26 30 37];[ 8 15  2 18 10];64
[42 19 20  6  9];[ 3  2  2 19  8];92
[29 10  6 29 14];[12 12  3  9 14];24
[45 34 24 20 26];[4 6 5 8 1];85
[18 45 40 18 18];[ 5  8  6 11 13];83
[ 6 19  3 41 40];[ 7  7 15  2 18];79
[ 6 49 14 45 21];[ 4 18 13  3  8];69
[ 1 37 20 29  9];[ 3 13 13  6  6];21
[47 49 15 45 47];[18 18 13 11 17];66
[49 16 13 24 45];[ 3  4 10 11 15];47
[41 33 37 25  3];[17 10 13 19 11];81
[19 10 48 17 31];[16 19 16 11 10];46
[47 49 16 10  8];[ 6  7 16  1 15];65
[23 13 38 11 38];[ 9 16  8 10 11];33
[30 18  1  2  7];[10 16 18  7  4];21
[21  2 37 28 26];[ 2 17  5  1 18];43
[29 36 44  8 10];[ 5  3 16 17  8];88
[16 12 29  5 38];[ 2  3  3 10  7];85
[47 19 46  6 19];[ 7 16 10  2  7];49
[27 38 24 38 37];[19  1  7  4 16];74
[ 3  1 38 40  4];[17 14 14 13  8];26
[49 45 36 32 33];[14  8  6 16 15];37
[26 10 22 22 33];[ 3  3 18  8 14];96
[28 44 31 43  4];[ 5  2  7 15 16];89
[39 31  6 17 22];[ 4 14 12  1 17];64
[ 4 43 46 46  2];[ 4  6 16 11 13];71
[45 40 26  1 14];[12 14  4  5 12];77
[49  1 40 32 34];[ 6  4 13  9 16];72
[ 6 36 12  6 39];[ 2  7  1  2 10];54
[ 6 26 44  9 18];[ 3 18 14 16 12];39
[27 33 34 15 43];[ 9 19  3 18  4];56
[48  8 43  1 11];[ 9  6 14 15  8];65
[44 46 43  5 28];[17  2  3  1  6];42
[28 20  4 43 49];[16 13  8  3 13];51
[27  7 36 46 44];[ 3 17  4 16  4];25
[18 27 31 13 20];[18 10 15 12 11];94
[14 13 30  9 31];[18  2  2 12 17];64
[13 43  3 26  1];[18 16  5  6  9];36
[ 5 17 40  2 31];[12 15 12 12  1];80
[39 20  8 48 47];[11 13 17 10  3];65
[49 47 14  8 44];[ 1  8  7 16 10];70
[36 24 47 13 35];[ 7 11  1  1 16];59
[48 12 42 24 11];[ 8 13 18 14 12];41
[25 30 24 20  9];[12  4 12  7  8];83
[ 8 26 38 38  1];[ 1 12 18 10  4];80
[16 38 29 26  7];[7 5 8 2 2];38
[16 16 29 17  1];[ 1 10 10 15  1];40
[14  8 37 44  7];[ 7 14 10  2  1];33
[39 10  3 21  7];[13 18 17  6 18];91
[ 5 48 27 28 31];[12 13 15 11 17];43
[22 13 11  7 13];[ 7  2  4  1 16];93
[36 40 25 40 16];[19  4  8  2  8];55
[21 31 47 42 37];[ 5  4 10  3  1];74
[49  3  2 37 31];[14 10  8  3  7];49
[46 26 48 49  6];[ 7  3 13  1  2];86
[23 38 18  8 35];[ 8 11  3 18 13];18
[16  1 40  1  8];[13 16  1  8  3];68
[36  8 14 18 18];[15 13  4 11  4];66
[45 48 43  3  8];[ 9 10  4 13 11];63
[ 3 14 48 39 39];[ 1 13  6 18  3];98
[34 21  9 46 25];[ 9 18 19  8  3];95
[11 36  4 47 46];[ 6  7 10  8  2];77
[10 18  3 37 15];[16  1 16 15 16];51
[18 29  5 11 32];[10 14  6 17 10];40
[33 37 46 16 37];[ 2 19  8  2  3];16
[16 16 46 33 14];[ 1 18 19  7 15];75
[ 9 28 39 18 18];[17 15  6 16 19];19
[26 39  5 28  2];[ 2  2 15 14 15];30
[34 18 45 40 23];[ 5 11 13 18  5];72
[29  7 20 23 39];[14  6  7  8  5];67
[26 22 29 26 37];[ 1  3 18  1  6];90
[11 36 31  2 49];[11 15  1 15  5];99
[ 6 34 16 31 37];[ 3  5 18  2 16];47
[16 18 30  6  9];[11 13 19  4 13];29
[29 15 22  6 16];[14  9  7  3 13];66
[48  9 24 15 38];[16 12  6 10 12];24
[ 3 45 38 17 39];[18  9  5 16 16];62
[44 48 14 37 22];[ 8 13 10 16 16];38
[44 16 40 41 42];[ 9  6 14 18  6];65
[23 27 35 16  1];[13 15 14  2  9];20
[46 40  4 14  7];[ 2 15  7 13 13];63
[39 24 34 48  5];[ 1 19  8  7  8];53
[ 9 25 21  8 39];[14  5 16 16  8];81
[14  8 19 24 43];[ 6 13 16  1  3];43
[37  7 31 45 49];[19  5 12  4 17];75
[ 8 19 46 28  1];[ 9  2 19 11  9];40
[ 5 25 18 30  8];[ 2  1  3 14 18];97
[35  6 17 13 15];[ 5 19 14  8 11];43
[42 24 44 44 30];[18 18 17 14 11];30
[ 8 34 28 13 25];[ 9  8 18  4 19];42
[25  6 23 17  2];[11 18  8  7 10];49
[34  7 37 38  2];[ 8  5 18  2  7];33
[ 4 20 20 28 13];[ 6 17  8  3 19];78
[14 45 44  3 15];[ 8 11 16 11  2];34
[10 34 10  3 27];[14  6  1 14 19];77
[30 12 35 43 35];[ 5  2 17  2  6];34
[40 49 19 11 21];[ 2 10 11  5 19];54
[44  2 33 28 16];[ 4  5  5  3 19];70
[44 16  8 16 23];[ 5  1 14 11  1];73
[15  1 37 26 20];[ 4 11  2 14  4];17
[ 8 18 28 20 45];[12 14 19 11  7];40
[38 26 37 41 42];[ 3  4 12  9  7];47
[46  9 25 39 11];[15  4 12 14  2];54
[ 7 41  7 25 27];[11  4 18 18 19];93
[27 42  3 47 44];[15  8 14  6  8];17
[34 27  3 30 33];[11  5  5 16 14];79
[ 7 22 49 30 37];[ 4 17  7 12  2];83
[41  6  8 24 27];[ 4 12 11  8 18];50
[25 44 36  5 48];[17  1 11  1  8];20
[45 48  4 25 25];[12 14  4 18 13];70
[11  7 40 33 47];[15  7 14  6 18];17
[17 31 18 16 17];[ 9 19 13 18  7];51
[44  5 40 15 22];[13  8 11  6 14];33
[34 20 45 26 26];[19  1 15 14 19];51
[28  4 21 15 12];[ 7  1  9 15  6];78
[20  5 18 42 23];[17 18  3  1  1];88
[20 38 31 30 31];[ 1  2 10 18  3];37
[34  9 44 25 49];[16 13 11  6  6];31
[21 23 14 15  5];[ 5  8  2 19 15];93
[ 6 17 19 14 29];[15 19  5 11 17];90
[ 8  7 12 15 31];[ 3  9 12 14 18];72
[ 7 47 35  3 41];[ 4  5 10  2 12];31
[25 21 30 34 49];[ 5 13 10  2 17];16
[44 32 14 39  8];[ 3  8 11  4 13];33
[ 1 27 37 39  3];[17 11  7  2  5];68
[26 10 10 45  9];[ 6  5 10 10  1];33
[33  7 21 16 23];[12 16 18 14  3];43
[ 2 43 39 13 26];[11  4  8 19  2];94
[34  4 28  5 22];[ 6 17 14 19 10];89
[38 43 19 20 11];[13 14 12 17  8];65
[37 30 47 36 22];[ 5 12 14  4 17];60
[20 33 40 35  8];[15  7  8 17  5];21
[47 18 47 34 14];[13  4 16 18 12];26
[ 2 15 30 34 40];[18  5  8  9  9];37
[33  3 48 25 41];[11 16 13  3 18];36
[46 15 28 13 37];[11  6  7 18  8];18
[45 29 32  7 42];[18 19  2 11 16];24
[ 8  4  6 15  3];[17 19  3  3 17];90
[35  1 40 20 17];[ 5  1 18 12  7];65
[ 3 49 49 31 32];[ 8 12 17 10  3];18
[ 2 46 46 33 39];[13 19  2  5 19];95
[ 7 23 27 31 46];[10  2  1  4  4];99
[17 48 25 46  6];[ 7 17 16  5 15];42
[49 26 38 18 19];[ 8 18 15  4 15];66
[48 34 36 31 35];[ 8 16  4  2  4];76
[ 3 19 35 47 32];[15 12  9 19  7];85
[36 18 18 36 21];[15  8 12  4 19];94
[44  4  9 47 14];[ 6  7  7 13 11];69
[40 17 37 14 15];[17  1  8  3 11];29
[ 6 31 13 22 39];[11 11 14 17  9];98
[ 9 31 37 30  7];[19 11  5 16 15];67
[45 45 46  5 16];[14  5  7 18  3];98
[27 20 21 18 31];[ 8  9  6 10 13];72
[27 36  4 24 30];[ 7 18 18 18  5];47
[20 42 30 34  3];[ 5  1  7 18 10];38
[30 24 42 20 33];[17 18 14  1  5];23
[ 8 39 12  7 33];[ 5  8 12 16 10];41
[ 3 21  5 31 28];[ 6  6 17  9 11];88
[49 17 35 34 45];[ 1 12 12  1  1];39
[27 34 12 27 22];[ 6 15 18  4 18];71
[ 7 38 34 17 17];[16 13  4  5  5];96
[30 43 33 41 23];[15 10  5 16  5];91
[11 15 27 48 45];[ 7  8 11 11 15];58
[14 43 42 40 48];[19  7 12 14  9];20
[41  8 40 19 34];[16  1  6  6  2];73
[ 7 20 41 38 41];[14 16 10 19 19];87
[39 18 29 18 35];[14 17 18 17  2];58
[47 41 14 17  5];[18 16  5  3  4];95
[23  9 35 20 20];[10 10 13  7  8];30
[10 18 23 48 22];[19 14 11  6 17];76
[11 38 30 10  1];[ 4 14 14  2  5];20
[40  2 44 46 31];[13 14 14 11 12];42
[37 34 43  7 26];[ 5 10 19  6  7];66
[13  3  7 24 32];[17  4  4  1 16];80
[ 6  1 21  8 49];[7 8 1 4 8];82
[34  8 21 47 12];[12 18  7 13 19];26
[46 20 37  7 21];[ 3  4  3 17 16];73
[ 4 25 41 42 15];[10  2  5  9  4];20
[49 31 31  6 33];[16 13  1 15 16];52
[20 19  5 41 36];[18  5  3  6  4];88
[24 15 13 35 45];[16 13 13  3 18];23
[35 36 44  2 44];[12  3  2 14  5];56
[20  6  6 13 11];[ 7  4 12 12  7];52
[17 17 41  3 42];[11  6  9  3  6];55
[22 49 21  5 45];[13 15 12 17  5];23
[17 38 17 20 18];[17  4 16 16  7];76
[19 43 34 21 40];[ 3 14 17  9 17];27
[10  8 24 43 25];[15 12  9 12  3];64
[41 29 10 22 25];[16  3 10 12 15];44
[30 34 12 42 17];[17 13  9  7  4];96
[49 46 15 48 22];[ 3  1 17 16  8];46
[24  8 44  8 41];[17  2 18  9 15];47
[12 21 46 35  6];[14 18 17 13  1];98
[43 35 38  9  2];[13 15  6 17 16];81
[17 17  4  7 40];[ 9  2 11 11  5];64
[ 5 15 22 23 20];[ 5 15 13 16 19];18
[43 40 41 48  1];[15 12  5  4 16];68
[47 37 46  3 23];[10  4 14  7 16];98
[31 11 32 11 39];[16 18 12  2 15];84
[25 46  1 33 10];[ 5 19 15  2  1];96
[30 41 12 41 12];[ 6 11  5  4 11];97
[39 32  1 18 48];[ 9 14 19  2 15];36
[22 34 30 17 11];[10 17 19 11  4];31
[15 37 26 46 14];[15  6 17  4 19];30
[42 48 14 49 30];[13 13  5 19  4];91
[17  4 14 22 23];[ 3 10 13  6  3];51
[32 48 32 30 43];[ 5  2  2  9 10];19
[14 12 23  2 27];[15  3 10 15  5];54
[49 10 24 10 30];[ 3 19  2  7 17];93
[11 28  4  6 28];[18  3 13  9 13];18
[42 34  4 32  4];[18 13  9 17  6];95
[26 15 28 19 43];[18  7 18  6 16];31
[24 35 40  6  5];[ 2  3 17  2  5];36
[25 22 23  3 29];[15  3  8 12  2];55
[14 39 24 44 33];[ 3 10 13  1 18];40
[ 6 11  9 48 28];[ 6  5  9  4 17];15
[ 2 10 27 20 40];[ 7  3  2 14  2];42
[40 25 17 48 43];[13 16  2  5 10];36
[19  7 36 18 35];[11 17  8  1  2];65
[10  1 46 26 31];[11  2  5 13 12];75
[18 35 26 33 48];[17 17  8  2 16];88
[38  9 15 11 35];[ 9 14 16 17 18];37
[31 45 49 47  4];[ 9  2 18  6  8];24
[43 41 28 12 49];[ 6 14  4 10 11];36
[22 32  6 33 25];[12 16 14  3 12];86
[38 32 31  2 14];[12  3 18  1  1];37
[43  2 39 20 13];[17 12  8 18  9];43
[36 15 19  5 34];[15  4  9  9 17];39
[26 34  7 37 16];[15 11  3 15 17];95
[36 28 14 21  5];[ 8  6  4 10 11];76
[ 5 43 12 15 40];[ 1 13  5 12  3];77
[11 46 41 18 38];[ 2 19  7 18  7];72
[41 43 30 35  3];[ 7 16 15 14  3];43
[19 26 11 38 28];[11  7 19  5 10];19
[48  1 41 34 47];[10 13 11 18  5];31
[13 21  5  8  2];[16  8 15  3  4];80
[ 8 35 10 32 20];[14  6 13 10 11];37
[39 28  1  6 29];[11  5 17 14  8];42
[45 23  8 36 41];[13 12  4  3 17];94
[49 20 32 21 46];[ 1 18 17 10 19];58
[14  5 18 20  1];[16 11  6  6  2];74
[17  4  5 25 25];[16 12 13 16 10];98
[32 36 32 49 16];[ 9 17 14 15 13];30
[ 5 48 25  8  1];[ 1 14 10  2 10];34
[19 43 49 46 37];[13 16 14 11  8];90
[42 32  6 12 43];[ 2 11  9  2  2];93
[46  7 38  4 25];[15  3 10 18 13];85
[32  7 48 41 13];[13 11 14  2 15];52
[38 25  9  7 25];[16  3  2 17 10];78
[ 8 34 41 25 42];[12 19  2 14 12];86
[49  3  1 15 11];[ 8 18  8  3  9];45
[40 22 17 16 22];[13  1 16  7  8];15
[39 24 46 20 40];[ 2  6 14  8 11];75
[21 18 18 45  1];[17  1  8  8 12];89
[35 32  2 38 10];[11 15  5  4 11];39
[ 5 29 34 41 42];[ 7  7 12 12 19];44
[ 7 17 14 40  2];[13  4 10 14  3];40
[48 28 36  7 48];[ 3 12 10 19  1];38
[13  2 27 30 17];[14  4 12 12  8];56
[11 33 26 49 36];[16 15 15  8 19];69
[43 33 22 30 14];[ 5  6 14  3 10];96
[26 26 37 29 36];[ 8 11 18 10  7];86
[47 33 30 14 46];[10  8 14  8  5];88
[ 9  9  9 14 17];[ 6 18  1 15 10];91
[11 47 44 44 41];[14 19  2  3  8];22
[45 42 22 45 33];[ 1 18 12 15 14];53
[19  9 15  5  4];[ 1 14 19  5  4];25
[ 6  2 48  5 33];[10 11 15  2  2];63
[22 48 28 26 15];[ 7  6  4  8 15];67
[20 22 20 10 18];[14 17  5 17 14];48
[14 11 47  7 40];[ 7 15  2 17 16];44
[17 20  9 26  7];[19 18 11  8  5];51
[21 33 23 27 42];[15  5  1 13  9];68
[23 43 10 49 18];[14  1 17 11 14];79
[13 11 35 14 36];[17  5 16 15  9];56
[13 12 22 41 36];[12 17  5 13 14];52
[45 34 29 19 21];[ 4 14 16 19  8];87
[ 1 46 40 27 13];[15 12  4  2  7];79
[15 12 48  3 14];[ 3 10 11 15  7];70
[40 28 46 45 35];[19 11  4 18 13];93
[ 9  5  8 41  6];[ 8  4 10  7  1];72
[13 14 30  9 23];[19  5  5 17  5];86
[37  3  3 14 45];[ 1 13  5 19 16];29
[35 36  5 15  9];[ 4  1  1  5 10];69
[ 3 39  1 42  6];[16 18 19 19 19];54
[16 31 39 43 22];[ 7  7 11 15  3];17
[ 1 24 33 38 17];[11 18 13 16  7];25
[27 21 15  2  1];[ 8 15 16  1 13];81
[ 1 27 43  9 29];[19  7 17 17  6];69
[41 31 16 44 35];[11  1 12 15 18];34
[23 44 36 48 32];[ 7 16  5  5 14];63
[15 15 28 45  6];[17 13 13 16 13];75
[46 19 26 42 14];[13  1  1 15  1];42
[ 2 13 12 29 34];[17  3  2  8  9];64
[16 36 49 34 19];[19  6  4  1 13];67
[42  3 41 49 45];[19  6 18  1 10];78
[31 39 40 34 40];[11 13  6  9  5];64
[41 34 39 35 17];[19 10  3 12  3];51
[12 37 38 26 18];[11  5 17  5 19];91
[12 43 11 37 41];[17  2  1 14 11];43
[23 18 32  2 24];[10 11 11 18 15];32
[15 45 18 35 44];[11 19 15  2  1];86
[ 9 15 47 11 35];[19 11  4  5  4];38
[ 2 36  2 26 27];[19 11 18 19 17];81
[16 30 35 26 28];[19  5  3  4  7];20
[18 22 43 31 33];[17 16 17  4 16];72
[19 30 47 36 11];[ 7  1 13  8 10];28
[36  1 26 22 34];[12 13 16 16 12];18
[33 25 49  6 25];[ 7 15  5  4  9];76
[ 1 46  3 25  6];[19 16  6  5  5];44
[15 26 31 40 41];[13 12  4 10 18];37
[18 37 32 24 28];[16 15  6 10  3];54
[44  7  6 32 12];[11  9 13  2 13];58
[15 46 41 18 29];[18 14 10  1  6];89
[32  1  4 41 43];[ 5 15  5 15 17];62
[15 33 16 44 38];[ 3 11 11 11 15];33
[ 7 32  4 33  9];[ 8 19 19  6  7];67
[15 23 40 39  8];[ 4 10 15  9  7];71
[48  8 17 40 32];[18  4 11 10  9];96
[ 4 35 46  8 29];[ 9 15 15  4 14];41
[41 14 49 16  3];[5 5 4 9 9];75
[19  2 10 43 17];[ 9 12  4  4  2];76
[31 45 11  9 29];[ 6  8 12  7 15];83
[25  9 15 39 14];[15 10 17 16 13];61
[11  3  4 49 14];[13  2 18  8  8];95
[44 28 15 34  5];[ 1 14 18 17  6];70
